-DOCSTART- -X- O O
a	O
plus	O

As	O
part	O
of	O
the	O
team	O
,	O
you	O
'll	O
enjoy	O
:	O

Unlimited	O
PTO	O
(	O
with	O
no	O
waiting	O
period	O
)	O
,	O
10	O
annual	O
Wellness	O
Days	O

Time	O
off	O
to	O
volunteer	O
and	O
charitable	O
donations	O
matched	O
up	O
to	O
$	O
15,000	O
annually	O

Comprehensive	O
health	O
,	O
vision	O
,	O
and	O
dental	O
coverage	O

100	O
%	O
401(k	O
)	O
employer	O
match	O
up	O
to	O
10	O
%	O
,	O
Employee	O
Stock	O
Purchase	O
Plan	O
(	O
ESPP	O
)	O

100	O
%	O
paid	O
parental	O
leave	O
(	O
including	O
for	O
non	O
-	O
birthing	O
parents	O
)	O
,	O
family	O
forming	O
benefits	O
,	O
and	O
Milk	O
Stork	O
,	O
which	O
provides	O
access	O
to	O
breast	O
milk	O
shipping	O
for	O
business	O
travel	O
,	O
surrogacy	O
,	O
and	O
employee	O
relocation	O

Investment	O
in	O
your	O
development	O
:	O
mentorship	O
through	O
our	O
MentorMatch	O
program	O
,	O
access	O
to	O
6,000	O
+	O
online	O
courses	O
through	O
Udemy	O
,	O
and	O
an	O
annual	O
$	O
3,000	O
stipend	O
for	O
your	O
professional	O
development	O

Investment	O
in	O
your	O
wellness	O
:	O
access	O
to	O
mental	O
health	O
support	O
via	O
Modern	O
Health	O
,	O
BetterHelp	O
,	O
and	O
Insight	O
Timer	O
;	O
paid	O
concierge	O
medical	O
membership	O
,	O
pet	O
insurance	O
,	O
fitness	O
membership	O
subsidy	O
,	O
and	O
commuter	O
subsidy	O

Free	O
subscription	O
to	O
Tinder	O
Gold	O

$	O
115,000	O
-	O
$	O
130,000	O
a	O
year	O

Factors	O
such	O
as	O
scope	O
and	O
responsibilities	O
of	O
the	O
position	O
,	O
candidate	O
's	O
work	O
experience	O
,	O
education	O
/	O
training	O
,	O
job	O
-	O
related	O
skills	O
,	O
internal	O
peer	O
equity	O
,	O
as	O
well	O
as	O
market	O
and	O
business	O
considerations	O
may	O
influence	O
base	O
pay	O
offered	O
.	O
This	O
salary	O
range	O
is	O
reflective	O
of	O
a	O
position	O
based	O
in	O
West	O
Hollywood	O
.	O
This	O
salary	O
will	O
be	O
subject	O
to	O
a	O
geographic	O
adjustment	O
(	O
according	O
to	O
a	O
specific	O
city	O
and	O
state	O
)	O
,	O
if	O
an	O
authorization	O
is	O
granted	O
to	O
work	O
outside	O
of	O
the	O
location	O
listed	O
in	O
this	O
posting	O
.	O

Commitment	O
to	O
Inclusion	O

At	O
Tinder	O
,	O
we	O
do	O
n’t	O
just	O
accept	O
difference	O
,	O
we	O
celebrate	O
it	O
.	O
We	O
strive	O
to	O
build	O
a	O
workplace	O
that	O
reflects	O
the	O
rich	O
diversity	O
of	O
our	O
members	O
around	O
the	O
world	O
,	O
and	O
we	O
value	O
unique	O
perspectives	O
and	O
backgrounds	O
.	O
Even	O
if	O
you	O
do	O
n’t	O
meet	O
all	O
the	O
listed	O
qualifications	O
,	O
we	O
invite	O
you	O
to	O
apply	O
and	O
show	O
us	O
how	O
your	O
skills	O
could	O
transfer	O
.	O
Tinder	O
is	O
proud	O
to	O
be	O
an	O
equal	O
opportunity	O
workplace	O
where	O
we	O
welcome	O
people	O
of	O
all	O
sexes	O
,	O
gender	O
identities	O
,	O
races	O
,	O
ethnicities	O
,	O
disabilities	O
,	O
and	O
other	O
lived	O
experiences	O
.	O
Learn	O
more	O
here	O
:	O
https://www.lifeattinder.com/dei	O
-DOCSTART- -X- O O
Job	O
Description	O

We	O
are	O
welcoming	O
you	O
to	O
join	O
one	O
of	O
the	O
world	O
’s	O
top	O
five	O
most	O
admired	O
and	O
prominent	O
companies	O
.	O
We	O
recognize	O
that	O
our	O
people	O
are	O
our	O
strength	O
and	O
the	O
diverse	O
talents	O
they	O
bring	O
to	O
our	O
global	O
workforce	O
are	O
directly	O
linked	O
to	O
our	O
success	O
.	O
Come	O
join	O
us	O
to	O
be	O
the	O
best	B-DEPARTMENT
financial	I-DEPARTMENT
services	I-DEPARTMENT
company	O
in	O
the	O
world	O
which	O
is	O
formed	O
to	O
foster	O
a	O
creative	O
,	O
inclusive	O
work	O
environment	O
that	O
always	O
values	O
employees	O
’	O
personal	O
and	O
professional	O
development	O
.	O

As	O
an	O
Analyst	B-POSITION
in	O
our	O
Securities	B-DEPARTMENT
Valuation	I-DEPARTMENT
team	I-DEPARTMENT
,	O
you	O
will	O
be	O
responsible	O
to	O
capture	B-TASK
and	I-TASK
validate	I-TASK
security	O
prices	O
that	O
are	O
used	O
to	O
calculate	B-TASK
and	I-TASK
submit	I-TASK
a	O
mutual	O
fund	O
’s	O
Net	O
Assets	O
Value	O
(	O
NAV	O
)	O
for	O
a	O
number	O
of	O
clients	O
.	O
you	O
will	O
be	O
spending	O
your	O
time	O
for	O
analyzing	B-TASK
pricing	O
movements	O
against	O
market	O
expectations	O
and	O
liaising	O
with	O
pricing	O
vendors	O
to	O
resolve	B-TASK
issues	I-TASK
and	O
minimize	B-TASK
risks	I-TASK
associated	O
with	O
it	O
by	O
adopting	O
process	O
improvement	O
attitude	O
.	O
You	O
would	O
be	O
the	O
perfect	O
fit	O
for	O
us	O
if	O
you	O
have	O
great	B-PERSONALITY
attention	I-PERSONALITY
to	I-PERSONALITY
details	I-PERSONALITY
,	I-PERSONALITY
ability	O
to	B-PERSONALITY
deliver	I-PERSONALITY
time	I-PERSONALITY
sensitive	I-PERSONALITY
tasks	I-PERSONALITY
,	O
and	O
have	O
a	B-PERSONALITY
passion	I-PERSONALITY
to	I-PERSONALITY
drive	I-PERSONALITY
solutions	I-PERSONALITY
across	O
organizational	O
boundaries	O
.	O
Securities	O
Valuations	O
offers	O
the	O
opportunity	O
to	O
work	O
within	O
a	O
hybrid	O
environment	O
.	O

Job	O
Responsibilities	O

Ability	O
to	O
process	B-TECHNICAL_SKILL
and	I-TECHNICAL_SKILL
review	I-TECHNICAL_SKILL
security	I-TECHNICAL_SKILL
level	I-TECHNICAL_SKILL
prices	I-TECHNICAL_SKILL
provided	O
by	O
different	O
pricing	O
vendors	O

Compare	B-TECHNICAL_SKILL
and	I-TECHNICAL_SKILL
contrast	I-TECHNICAL_SKILL
price	I-TECHNICAL_SKILL
changes	I-TECHNICAL_SKILL
with	O
what	O
the	O
market	O
anticipates	O

Communicate	B-NON TECHINICAL SKILL
with	I-NON TECHINICAL SKILL
pricing	I-NON TECHINICAL SKILL
vendors	I-NON TECHINICAL SKILL
to	O
solve	O
problems	O
and	O
reduce	O
risk	O

Resolve	B-NON TECHINICAL SKILL
internal	I-NON TECHINICAL SKILL
client	I-NON TECHINICAL SKILL
queries	I-NON TECHINICAL SKILL
promptly	O
and	O
professionally	O

Escalate	B-NON TECHINICAL SKILL
all	I-NON TECHINICAL SKILL
issues	I-NON TECHINICAL SKILL
promptly	I-NON TECHINICAL SKILL
and	O
effectively	O
to	O
supervisor	O

Contribute	B-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
ongoing	I-NON TECHINICAL SKILL
developments	I-NON TECHINICAL SKILL
of	O
the	O
pricing	O
control	O
process	O

Ability	O
to	O
work	B-NON TECHINICAL SKILL
accurately	I-NON TECHINICAL SKILL
under	O
pressure	O
and	O
meet	O
deadlines	O
.	O

Required	O
Qualifications	O
,	O
Capabilities	O
And	O
Skills	O

Mathematical	B-PERSONALITY
mindset	I-PERSONALITY
demonstrating	O
strong	O
numerical	B-TECHNICAL_SKILL
skills	I-TECHNICAL_SKILL

Bachelor	B-EDUCATION
degree	I-EDUCATION
with	O
preference	O
in	O
Finance	B-ACADEMICS
,	I-ACADEMICS
Accounting	I-ACADEMICS
,	I-ACADEMICS
or	I-ACADEMICS
Economics	I-ACADEMICS

Demonstrate	O
an	O
understanding	B-EXPERIENCE
and	I-EXPERIENCE
interest	I-EXPERIENCE
in	I-EXPERIENCE
stocks	I-EXPERIENCE
,	I-EXPERIENCE
bonds	I-EXPERIENCE
,	I-EXPERIENCE
options	I-EXPERIENCE
,	I-EXPERIENCE
derivative	I-EXPERIENCE
,	I-EXPERIENCE
and	I-EXPERIENCE
financial	I-EXPERIENCE
markets	I-EXPERIENCE
and	I-EXPERIENCE
products	I-EXPERIENCE

Intermediate	O
to	O
Advanced	O
MS	B-TECHNICAL_SKILL
Excel	I-TECHNICAL_SKILL
skills	O
,	O
including	O
pivot	B-TECHNICAL_SKILL
tables	I-TECHNICAL_SKILL
and	I-TECHNICAL_SKILL
v	I-TECHNICAL_SKILL
-	I-TECHNICAL_SKILL
look	I-TECHNICAL_SKILL
ups	I-TECHNICAL_SKILL

Ability	B-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
thrive	I-NON TECHINICAL SKILL
in	I-NON TECHINICAL SKILL
a	I-NON TECHINICAL SKILL
fast	I-NON TECHINICAL SKILL
-	I-NON TECHINICAL SKILL
paced	I-NON TECHINICAL SKILL
,	I-NON TECHINICAL SKILL
collaborative	I-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
cross	I-NON TECHINICAL SKILL
-	I-NON TECHINICAL SKILL
functional	I-NON TECHINICAL SKILL
environment	I-NON TECHINICAL SKILL

Ability	B-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
synthesize	I-NON TECHINICAL SKILL
large	I-NON TECHINICAL SKILL
amounts	I-NON TECHINICAL SKILL
of	I-NON TECHINICAL SKILL
information	I-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
inform	I-NON TECHINICAL SKILL
decisions	I-NON TECHINICAL SKILL
in	I-NON TECHINICAL SKILL
order	I-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
drive	I-NON TECHINICAL SKILL
work	I-NON TECHINICAL SKILL
forward	I-NON TECHINICAL SKILL

Demonstrate	B-NON TECHINICAL SKILL
ability	I-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
effectively	I-NON TECHINICAL SKILL
communicate	I-NON TECHINICAL SKILL
within	I-NON TECHINICAL SKILL
a	I-NON TECHINICAL SKILL
team	I-NON TECHINICAL SKILL
environment	I-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
interact	I-NON TECHINICAL SKILL
across	I-NON TECHINICAL SKILL
departments	I-NON TECHINICAL SKILL
.	I-NON TECHINICAL SKILL

Preferred	O
Qualifications	O
,	O
Capabilities	O
,	O
And	O
Skills	O

Ability	B-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
work	I-NON TECHINICAL SKILL
flexible	I-NON TECHINICAL SKILL
working	I-NON TECHINICAL SKILL
hours	I-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
cover	I-NON TECHINICAL SKILL
occasional	I-NON TECHINICAL SKILL
late	I-NON TECHINICAL SKILL
finishes	I-NON TECHINICAL SKILL
as	I-NON TECHINICAL SKILL
demanded	I-NON TECHINICAL SKILL
by	I-NON TECHINICAL SKILL
the	I-NON TECHINICAL SKILL
business	I-NON TECHINICAL SKILL
.	I-NON TECHINICAL SKILL

Demonstrate	O
client	B-NON TECHINICAL SKILL
focus	I-NON TECHINICAL SKILL
,	O
strong	B-NON TECHINICAL SKILL
communication	I-NON TECHINICAL SKILL
skills	I-NON TECHINICAL SKILL
,	O
and	O
follow	B-NON TECHINICAL SKILL
-	I-NON TECHINICAL SKILL
up	I-NON TECHINICAL SKILL
skills	I-NON TECHINICAL SKILL

Ability	B-NON TECHINICAL SKILL
to	I-NON TECHINICAL SKILL
question	I-NON TECHINICAL SKILL
,	I-NON TECHINICAL SKILL
elicit	I-NON TECHINICAL SKILL
,	I-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
drill	I-NON TECHINICAL SKILL
down	I-NON TECHINICAL SKILL
into	I-NON TECHINICAL SKILL
both	I-NON TECHINICAL SKILL
qualitative	I-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
quantitative	I-NON TECHINICAL SKILL
data	I-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
concepts	I-NON TECHINICAL SKILL

Ability	O
to	O
drive	B-NON TECHINICAL SKILL
Business	I-NON TECHINICAL SKILL
Results	I-NON TECHINICAL SKILL
and	O
define	B-NON TECHINICAL SKILL
and	I-NON TECHINICAL SKILL
measure	I-NON TECHINICAL SKILL
Value	I-NON TECHINICAL SKILL
Creation	I-NON TECHINICAL SKILL

ABOUT	O
US	O

JPMorgan	B-COMPANY
Chase	I-COMPANY
&	I-COMPANY
Co.	I-COMPANY
,	O
one	O
of	O
the	O
oldest	O
financial	O
institutions	O
,	O
offers	O
innovative	O
financial	O
solutions	O
to	O
millions	O
of	O
consumers	O
,	O
small	O
businesses	O
and	O
many	O
of	O
the	O
world	O
’s	O
most	O
prominent	O
corporate	O
,	O
institutional	O
and	O
government	O
clients	O
under	O
the	O
J.P.	O
Morgan	O
and	O
Chase	O
brands	O
.	O
Our	O
history	O
spans	O
over	O
200	O
years	O
and	O
today	O
we	O
are	O
a	O
leader	O
in	O
investment	O
banking	O
,	O
consumer	O
and	O
small	O
business	O
banking	O
,	O
commercial	O
banking	O
,	O
financial	O
transaction	O
processing	O
and	O
asset	O
management	O
.	O

We	O
recognize	O
that	O
our	O
people	O
are	O
our	O
strength	O
and	O
the	O
diverse	B-PERSONALITY
talents	I-PERSONALITY
and	O
perspectives	B-PERSONALITY
that	O
they	O
bring	O
to	O
our	O
global	O
workforce	O
are	O
directly	O
linked	O
to	O
our	O
success	O
.	O
We	O
are	O
an	O
equal	O
opportunity	O
employer	O
and	O
place	O
a	O
high	O
value	O
on	O
diversity	O
and	O
inclusion	O
at	O
our	O
company	O
.	O
We	O
do	O
not	O
discriminate	O
on	O
the	O
basis	O
of	O
any	O
protected	O
attribute	O
,	O
including	O
race	O
,	O
religion	O
,	O
color	O
,	O
national	O
origin	O
,	O
gender	O
,	O
sexual	O
orientation	O
,	O
gender	O
identity	O
,	O
gender	O
expression	O
,	O
age	O
,	O
marital	O
or	O
veteran	O
status	O
,	O
pregnancy	O
or	O
disability	O
,	O
or	O
any	O
other	O
basis	O
protected	O
under	O
applicable	O
law	O
.	O
In	O
accordance	O
with	O
applicable	O
law	O
,	O
we	O
make	O
reasonable	O
accommodations	O
for	O
applicants	O
’	O
and	O
employees	O
’	O
religious	O
practices	O
and	O
beliefs	O
,	O
as	O
well	O
as	O
any	O
mental	O
health	O
or	O
physical	O
disability	O
needs	O
.	O
(	O
If	O
you	O
are	O
a	O
US	O
or	O
Canadian	O
applicant	O
with	O
a	O
disability	O
and	O
wish	O
to	O
request	O
an	O
accommodation	O
to	O
complete	O
the	O
application	O
process	O
,	O
please	O
contact	O
us	O
by	O
calling	O
the	O
Accessibility	O
Line	O
(	O
US	O
and	O
Canada	O
Only	O
)	O
1	O
-	O
866	O
-	O
777	O
-	O
4690	O
and	O
indicate	O
the	O
specifics	O
of	O
the	O
assistance	O
needed	O
.	O
)	O

We	O
offer	O
a	O
competitive	O
total	O
rewards	O
package	O
including	O
base	O
salary	O
determined	O
based	O
on	O
the	O
role	O
,	O
experience	O
,	O
skill	O
set	O
,	O
and	O
location	O
.	O
For	O
those	O
in	O
eligible	O
roles	O
,	O
we	O
offer	O
discretionary	O
incentive	O
compensation	O
which	O
may	O
be	O
awarded	O
in	O
recognition	O
of	O
firm	O
performance	O
and	O
individual	O
achievements	O
and	O
contributions	O
.	O
We	O
also	O
offer	O
a	O
range	O
of	O
benefits	O
and	O
programs	O
to	O
meet	O
employee	O
needs	O
,	O
based	O
on	O
eligibility	O
.	O
These	O
benefits	O
include	O
comprehensive	O
health	O
care	O
coverage	O
,	O
on	O
-	O
site	O
health	O
and	O
wellness	O
centers	O
,	O
a	O
retirement	O
savings	O
plan	O
,	O
backup	O
childcare	O
,	O
tuition	O
reimbursement	O
,	O
mental	O
health	O
support	O
,	O
financial	O
coaching	O
and	O
more	O
.	O
Additional	O
details	O
about	O
total	O
compensation	O
and	O
benefits	O
will	O
be	O
provided	O
during	O
the	O
hiring	O
process	O
.	O

JPMorgan	B-COMPANY
Chase	B-COMPANY
is	O
an	O
Equal	O
Opportunity	O
Employer	O
,	O
including	O
Disability	O
/	O
Veterans	O

About	O
The	O
Team	O

The	O
Corporate	B-COMPANY
&	I-COMPANY
Investment	I-COMPANY
Bank	I-COMPANY
is	O
a	O
global	O
leader	O
across	O
investment	O
banking	O
,	O
wholesale	O
payments	O
,	O
markets	O
and	O
securities	O
services	O
.	O
The	O
world	O
’s	O
most	O
important	O
corporations	O
,	O
governments	O
and	O
institutions	O
entrust	O
us	O
with	O
their	O
business	O
in	O
more	O
than	O
100	O
countries	O
.	O
We	O
provide	O
strategic	O
advice	O
,	O
raise	O
capital	O
,	O
manage	O
risk	O
and	O
extend	O
liquidity	O
in	O
markets	O
around	O
the	O
world	O
.	O

Operations	O
teams	O
develop	O
and	O
manage	O
innovative	O
,	O
secure	O
service	O
solutions	O
to	O
meet	O
clients	O
’	O
needs	O
globally	O
.	O
Developing	O
and	O
using	O
the	O
latest	O
technology	O
,	O
teams	O
work	O
to	O
deliver	O
industry	O
-	O
leading	O
capabilities	O
to	O
our	O
clients	O
and	O
customers	O
,	O
making	O
it	O
easy	O
and	O
convenient	O
to	O
do	O
business	O
with	O
the	O
firm	O
.	O
Teams	O
also	O
drive	O
growth	O
by	O
refining	O
technology	O
-	O
driven	O
customer	O
and	O
client	O
experiences	O
that	O
put	O
users	O
first	O
,	O
providing	O
an	O
unparalleled	O
experience	O
.	O
-DOCSTART- -X- O O
Your	O
Job	O

We	O
are	O
seeking	O
a	O
motivated	O
and	O
innovative	O
Data	B-POSITION
Scientist	I-POSITION
to	O
help	O
advance	O
our	O
HR	B-DEPARTMENT
Analytics	I-DEPARTMENT
journey	O
in	O
support	O
of	O
our	O
vision	O
.	O
A	O
successful	O
candidate	O
will	O
bring	O
advanced	O
knowledge	O
of	O
best	O
-	O
in	O
-	O
class	O
data	B-TECHNICAL_SKILL
science	I-TECHNICAL_SKILL
methodologies	I-TECHNICAL_SKILL
,	O
deep	B-TECHNICAL_SKILL
understanding	I-TECHNICAL_SKILL
of	I-TECHNICAL_SKILL
AI	I-TECHNICAL_SKILL
/	I-TECHNICAL_SKILL
ML	I-TECHNICAL_SKILL
space	O
,	O
proven	O
track	O
record	O
of	O
solving	B-TASK
business	I-TASK
problems	I-TASK
using	I-TASK
data	I-TASK
science	I-TASK
and	O
ability	B-TASK
to	I-TASK
work	I-TASK
with	I-TASK
global	I-TASK
teams	I-TASK
to	O
deliver	B-TASK
and	I-TASK
execute	I-TASK
complex	I-TASK
analytics	I-TASK
problems	I-TASK
.	O
You	O
must	O
be	O
enthusiastically	B-PERSONALITY
collaborative	I-PERSONALITY
,	O
value	B-PERSONALITY
seeking	I-PERSONALITY
,	O
open	B-PERSONALITY
to	I-PERSONALITY
challenge	I-PERSONALITY
and	I-PERSONALITY
be	I-PERSONALITY
challenged	I-PERSONALITY
with	O
new	O
ideas	O
and	O
established	O
approaches	O
with	O
an	O
appetite	B-PERSONALITY
for	I-PERSONALITY
learning	I-PERSONALITY
and	O
innovation	B-PERSONALITY
.	O

Our	O
Team	O

This	O
role	O
is	O
part	O
of	O
the	O
Global	B-DEPARTMENT
KGS	I-DEPARTMENT
HR	I-DEPARTMENT
Technology	I-DEPARTMENT
organization	O
requiring	O
excellent	B-NON TECHINICAL SKILL
communication	I-NON TECHINICAL SKILL
and	O
collaboration	B-NON TECHINICAL SKILL
skills	I-NON TECHINICAL SKILL
with	O
other	O
technical	O
groups	O
as	O
well	O
as	O
business	O
leaders	O
.	O
You	O
will	O
work	O
with	O
Business	B-DEPARTMENT
HR	I-DEPARTMENT
partners	O
and	O
leaders	O
to	B-TASK
develop	I-TASK
and	I-TASK
implement	I-TASK
advanced	I-TASK
analytics	I-TASK
solutions	I-TASK
to	O
capture	O
unmet	O
opportunities	O
and	O
create	O
value	O
for	O
our	O
customers	O
.	O

What	O
You	O
Will	O
Do	O

Exhibits	O
a	O
can	O
-	O
do	O
,	O
growth	B-PERSONALITY
mindset	I-PERSONALITY
,	O
consistently	O
pursuing	B-PERSONALITY
skill	I-PERSONALITY
enhancement	I-PERSONALITY
and	O
enthusiastically	B-PERSONALITY
tackling	O
new	O
challenges	O
to	O
drive	O
advancement	O
of	O
business	O
and	O
data	O
science	O
capabilities	O

Communicate	B-TASK
with	I-TASK
clients	I-TASK
to	O
understand	O
the	O
challenges	O
they	O
face	O
and	O
explore	B-TASK
data	I-TASK
driven	I-TASK
solutions	I-TASK

Exploring	B-TASK
and	I-TASK
extracting	I-TASK
data	I-TASK
from	O
multiple	O
sources	O
and	O
interrogate	B-TASK
